,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship,SAPC1,SAPC2,SAPC3   ,Average Precol GPA,GMAT Score,GRE Combined General Write Score,GRE Combined Quantitative Score,GRE Combined General Verbal Score
821,0,0,0,0,2007,22.7,GD Harpur,35,Doctor of Philosophy,Male,1,821,White,C37,Philosophy SPEL,76967.7,Harpur Doctor of Philosophy,Bachelors Prepared,86739.7,9772,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,3.91,4,3.87,4,0,0,0,-0.01,6,3.96,9.2,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
822,0,0,0,0,2007,21.7,GD Harpur,34,Doctor of Philosophy,Male,1,822,White,C34,Mathematics,45341.13,Harpur Doctor of Philosophy,Bachelors Prepared,57905.13,12564,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,4,4,4,4,4,4,4,0,0.01,8,3.99,6,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
823,0,0,0,0,2007,22.7,GD Harpur,35,Doctor of Philosophy,Female,1,823,White,C37,Philosophy SPEL,31300.29,Harpur Doctor of Philosophy,Bachelors Prepared,41812.29,10512,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,4,0,0,0,0,0,5,4,5.7,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
824,0,0,0,0,2005,26.7,GD Watson,41,Doctor of Philosophy,Male,1,824,China,R99,Materials Engineering,28007.11,Mechanical Engineering PhD,0,28581.11,574,1,3.79E-16,-5.79E-16,-1.21E-15,3.47,3,3.7,3.1,3.06,2.53,0,0,1,-0.15,6,3.14,6.7,GD Non-Harpur,China,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
825,0,0,0,0,2015,27,GD Harpur,31,Doctor of Philosophy,Female,0,825,White,C60,Translation Studies,33864.95,Harpur Doctor of Philosophy,Masters Prepared,33864.95,0,1,0.350393719,-1.714821839,-0.112933913,3.9,3.9,4,0,0,0,0,0,0,0.05,3,3.93,3.4,GD Harpur,White,-210.0874733,156.0165,5.330653333,3.52667 ,,4.5000 ,145.0000 ,152.0000 
826,0,0,0,0,1991,21.7,GD Harpur,50,Doctor of Philosophy,Male,0,826,White,C33,Comparative Literature,79194.25,Harpur Doctor of Philosophy,Masters Prepared,79194.25,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.8,3.67,3.5,3.5,3.85,3.85,3.85,0,1,0.03,7,3.72,20.2,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
827,0,0,0,0,2003,20.7,GD Watson,37,Doctor of Philosophy,Male,0,827,India,R96,Electrical Engineering,7685.95,Electrical Engineering PhD,0,7685.95,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.18,3.68,4,4,3.9,4,0,0,1,0.14,6,3.79,6.7,GD Non-Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
828,0,0,0,0,2003,20.7,GD Watson,37,Doctor of Philosophy,Male,0,828,India,R96,Electrical Engineering,16245.15,Electrical Engineering PhD,0,16245.15,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.5,3.98,3.67,3.77,4,0,0,0,0,0.08,5,3.78,6.7,GD Non-Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
829,0,0,0,0,2005,25.7,GD Harpur,40,Doctor of Philosophy,Male,1,829,Asia,C29,History,16736.6,Harpur Doctor of Philosophy,Bachelors Prepared,22256.6,5520,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,0,0,0,0,0,0,0,3,4,5,GD Harpur,Asia,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
830,0,4968,4968,574,2007,26.7,GD Harpur,39,Doctor of Philosophy,Male,1,830,Unknown,C15,Chemistry,28567.39,Harpur Doctor of Philosophy,Bachelors Prepared,39651.39,11084,1,3.79E-16,-5.79E-16,-1.21E-15,3.65,4,3.7,0,0,0,0,0,0,0.02,3,3.78,4.7,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
831,0,0,0,0,1998,30.7,GD Harpur,52,Doctor of Philosophy,Female,0,831,Other International Students,C09,Art History,6748.6,Harpur Doctor of Philosophy,Bachelors Prepared,6748.6,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.7,3.9,3.5,0,0,0,0,0,0,-0.1,3,3.7,12,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
832,3141,3141,3141,3141,2009,28,GD Watson,38,Doctor of Philosophy,Male,1,832,White,R87,Industrial and Systems Enginee,31863.4,Industrial and Systems Eng PhD,0,44427.4,12564,1,-0.15780912,0.205684936,0.545837169,3.57,4,4,0,0,0,0,0,0,0.21,3,3.86,3,GD Non-Harpur,White,-222.9503486,121.2944555,4.869316847,3.20000 ,,3.8165 ,157.3401 ,154.9181 
833,4185,4185,4185,4185,2007,21.7,GD Education,34,Doctor of Education,Female,1,833,White,E99,Educational Theory and Practic,6118.04,Education EDD,0,29518.04,23400,1,0.184230122,-0.240121489,-0.637223301,3.93,3.83,4,4,4,3.9,4,4,0,0.01,8,3.96,6,GD Non-Harpur,White,-222.9497386,121.2944555,5.273136847,3.81000 ,,3.8165 ,157.3401 ,154.9181 
834,0,0,0,0,2002,22.7,GD Watson,40,Doctor of Philosophy,Male,0,834,Unknown,R92,Computer Science,5250.7,Computer Science PhD,0,5250.7,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.85,4,4,4,0,0,0,0,0.02,5,3.97,11.2,GD Non-Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
835,0,0,0,0,2009,31,GD Grad School,41,Doctor of Philosophy,Male,1,835,China,H21,Materials Science and Engineer,27283.45,Graduate School PhD,0,29535.45,2252,1,3.79E-16,-5.79E-16,-1.21E-15,0,0,0,0,0,0,0,0,0,0,0,0,1.8,GD Non-Harpur,China,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
836,0,0,0,0,2005,23.7,GD Harpur,38,Doctor of Philosophy,Male,0,836,White,C33,Comparative Literature,33631.25,Harpur Doctor of Philosophy,Bachelors Prepared,33631.25,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,0,0,0,0,0,0,4,4,5.2,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
837,0,0,0,0,2007,22.7,GD Harpur,35,Doctor of Philosophy,Male,1,837,Unknown,C13,Biological Sciences,36630.5,Harpur Doctor of Philosophy,Bachelors Prepared,47714.5,11084,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.77,4,3.61,3.77,4,0,0,0,-0.01,6,3.86,5,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
838,0,0,0,0,2007,21.7,GD Harpur,34,Doctor of Philosophy,Female,1,838,White,C46,Cognitive Psychology,28082.64,Harpur Doctor of Philosophy,Masters Prepared,41386.64,13304,1,3.79E-16,-5.79E-16,-1.21E-15,3,2.85,3.28,4,4,4,4,2.96,0,0.09,8,3.51,5,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
839,0,0,0,0,2006,21.7,GD Harpur,35,Doctor of Philosophy,Female,1,839,White,C22,Economics,63313.1,Harpur Doctor of Philosophy,Bachelors Prepared,63313.1,0,1,3.79E-16,-5.79E-16,-1.21E-15,3,3.85,3.9,4,3.57,4,0,0,0,0.12,6,3.72,4,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
840,0,0,0,0,2007,24.7,GD Harpur,37,Doctor of Philosophy,Male,1,840,White,C34,Mathematics,23142.33,Harpur Doctor of Philosophy,Bachelors Prepared,35706.33,12564,1,3.79E-16,-5.79E-16,-1.21E-15,3.43,3.57,4,3.69,4,4,4,4,0,0.08,8,3.84,5.7,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
841,4435,4435,3510,390,2011,23,GD Watson,31,Doctor of Philosophy,Male,1,841,White,R92,Computer Science,3868.49,Computer Science PhD,0,19230.49,15362,1,0.060871707,-0.079338844,-0.210545754,4,4,4,0,0,0,0,0,0,0,3,4,4.8,GD Non-Harpur,White,-222.9499586,121.2944555,5.127496847,3.59000 ,,3.8165 ,157.3401 ,154.9181 
842,0,0,0,0,2007,21.7,GD Harpur,34,Doctor of Philosophy,Female,1,842,White,C34,Mathematics,45769.38,Harpur Doctor of Philosophy,Bachelors Prepared,59073.38,13304,1,3.79E-16,-5.79E-16,-1.21E-15,3.8,4,4,4,4,4,4,4,0,0.02,8,3.98,10,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
843,0,0,0,0,2007,25.7,GD Harpur,38,Doctor of Philosophy,Male,1,843,White,C33,Comparative Literature,137699.55,Harpur Doctor of Philosophy,Bachelors Prepared,150263.55,12564,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,4,4,4,3.85,4,0,0,0,0,6,3.96,9.2,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
844,0,0,0,0,2005,22.7,GD Harpur,37,Doctor of Philosophy,Female,0,844,China,C22,Economics,24413.25,Harpur Doctor of Philosophy,Bachelors Prepared,24413.25,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.7,3.1,3.3,3.5,3.15,3.3,4,0,0,0.04,7,3.44,7.7,GD Harpur,China,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
845,0,0,0,0,2005,27.7,GD Harpur,42,Doctor of Philosophy,Female,0,845,Asia,C22,Economics,28213.75,Harpur Doctor of Philosophy,Bachelors Prepared,28213.75,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.23,3.33,3.3,3.5,3.35,3.7,4,0,0,0.11,7,3.49,8,GD Harpur,Asia,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
846,0,0,0,0,2006,28.7,GD Watson,42,Doctor of Philosophy,Female,0,846,Unknown,R92,Computer Science,48041.18,Computer Science PhD,0,48041.18,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.53,3.9,4,4,0,0,0,0,0,0.15,4,3.86,11.7,GD Non-Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
847,0,0,0,0,2006,27.7,GD Harpur,41,Doctor of Philosophy,Male,0,847,Asia,C52,Sociology,31919.5,Harpur Doctor of Philosophy,Bachelors Prepared,31919.5,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.85,3.9,3.85,3.7,0,0,0,0,0,-0.05,4,3.83,8,GD Harpur,Asia,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
848,0,0,4968,574,2007,23.7,GD Harpur,36,Doctor of Philosophy,Male,1,848,Africa,C22,Economics,20411.05,Harpur Doctor of Philosophy,Masters Prepared,27159.05,6748,1,3.79E-16,-5.79E-16,-1.21E-15,3.33,3.47,3.2,3.35,3.15,3.7,0,0,0,0.03,6,3.37,5.7,GD Harpur,Africa,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
849,0,0,0,0,2008,28.7,GD Watson,40,Doctor of Philosophy,Male,1,849,Asia,R87,Industrial and Systems Enginee,25757.91,Industrial and Systems Eng PhD,0,27435.91,1678,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,0,0,0,0,0,0,0,0,0,1,3.9,2.2,GD Non-Harpur,Asia,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
850,0,0,0,0,2007,25.7,GD Harpur,38,Doctor of Philosophy,Female,1,850,Asia,C52,Sociology,45934.04,Harpur Doctor of Philosophy,Bachelors Prepared,55870.04,9936,1,3.79E-16,-5.79E-16,-1.21E-15,3.33,3.53,3.9,0,0,0,0,0,0,0.28,3,3.59,10.2,GD Harpur,Asia,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
851,0,0,0,0,2007,24.7,GD Harpur,37,Doctor of Philosophy,Male,1,851,Asia,C43,Political Science,34001,Harpur Doctor of Philosophy,Masters Prepared,53293,19292,1,3.79E-16,-5.79E-16,-1.21E-15,3.7,3.57,3.9,3.9,3.9,0,0,0,0,0.07,5,3.79,5.7,GD Harpur,Asia,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
852,4968,4968,5166,5166,2009,26,GD Harpur,36,Doctor of Philosophy,Female,1,852,Europe,C33,Comparative Literature,15417.82,Harpur Doctor of Philosophy,Masters Prepared,45161.82,29744,1,0.16740852,-0.218196583,-0.579039999,4,4,3.87,4,0,0,0,0,0,-0.01,4,3.97,6,GD Harpur,White,-222.9497686,121.2944555,5.253276847,3.78000 ,,3.8165 ,157.3401 ,154.9181 
853,6625,4968,574,574,2007,20.7,GD Harpur,33,Doctor of Philosophy,Male,1,853,Europe,C43,Political Science,13057.48,Harpur Doctor of Philosophy,Bachelors Prepared,28452.48,15395,1,3.79E-16,-5.79E-16,-1.21E-15,3.8,4,3.9,4,4,0,0,0,0,0.04,5,3.94,7,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
854,0,0,0,0,2007,32.7,GD Harpur,45,Doctor of Philosophy,Male,1,854,Asian,C37,Philosophy SPEL,125801.6,Harpur Doctor of Philosophy,Bachelors Prepared,132432.6,6631,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,3.56,4,0,0,0,0,0,-0.04,4,3.89,7.2,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
855,0,0,0,0,2006,38.7,GD Harpur,52,Doctor of Philosophy,Female,1,855,Asian,C33,Comparative Literature,60842,Harpur Doctor of Philosophy,Bachelors Prepared,61394,552,1,3.79E-16,-5.79E-16,-1.21E-15,3.93,4,0,0,0,0,0,0,0,0.07,2,3.96,3.7,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
856,0,0,0,0,2004,27.7,GD Harpur,43,Doctor of Philosophy,Male,0,856,China,C22,Economics,12029.65,Harpur Doctor of Philosophy,Masters Prepared,12029.65,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,3.1,3.43,3.7,3.43,0,0,0,0,-0.03,5,3.51,5,GD Harpur,China,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
857,0,0,0,0,2006,22.7,GD Watson,36,Doctor of Philosophy,Male,0,857,Black or African American,R92,Computer Science,10953.8,Computer Science PhD,0,10953.8,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.35,0,0,0,0,0,0,0,0,0,1,3.35,3,GD Non-Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
858,0,0,0,0,2007,24.7,GD Harpur,37,Doctor of Philosophy,Male,1,858,Asia,C43,Political Science,52111.9,Harpur Doctor of Philosophy,Bachelors Prepared,80813.9,28702,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,3.77,4,3,3.77,0,0,0,0,-0.1,5,3.69,9.7,GD Harpur,Asia,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
859,0,0,0,0,2005,25.7,GD Watson,40,Doctor of Philosophy,Male,0,859,India,R98,Mechanical Engineering,12480.4,Mechanical Engineering PhD,0,12480.4,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.58,3.9,3.77,3.85,4,4,0,0,0,0.07,6,3.85,4,GD Non-Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
860,0,0,0,0,2007,22.7,GD Harpur,35,Doctor of Philosophy,Male,1,860,India,C13,Biological Sciences,36961.75,Harpur Doctor of Philosophy,Bachelors Prepared,46897.75,9936,1,3.79E-16,-5.79E-16,-1.21E-15,3.77,1.85,3.33,3.6,4,4,0,0,0,0.22,6,3.43,6,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
861,0,0,0,0,2005,26.7,GD Watson,41,Doctor of Philosophy,Male,1,861,Asia,R96,Electrical Engineering,42572.25,Electrical Engineering PhD,0,62840.25,20268,1,3.79E-16,-5.79E-16,-1.21E-15,3,3.3,3.2,3.7,3.85,3.85,0,0,0,0.18,6,3.48,8.7,GD Non-Harpur,Asia,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
862,0,0,0,0,2011,32,GD Harpur,40,Doctor of Philosophy,Female,0,862,White,C23,English,7373.85,Harpur Doctor of Philosophy,Masters Prepared,7373.85,0,1,0.189837323,-0.247429791,-0.656617735,4,3.7,0,0,0,0,0,0,0,-0.3,2,3.85,2.4,GD Harpur,White,-222.9497286,121.2944555,5.279756847,3.82000 ,,3.8165 ,157.3401 ,154.9181 
863,0,0,0,0,2010,34.3,GD Watson,44,Doctor of Philosophy,Male,0,863,White,R95,Electrical and Computer Engr,17014.55,Electrical Engineering PhD,0,17014.55,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.3,4,3,4,4,4,4,0,0.05,8,3.79,9,GD Non-Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
864,0,0,0,0,2010,32,GD Nursing,41,Doctor of Nursing Practice,Male,0,864,White,D71,Community Health NP,53066,Nursing DNP,0,53066,0,1,0.212266126,-0.276662999,-0.734195471,4,3.7,4,3.43,4,0,0,0,0,-0.03,5,3.83,2.4,GD Non-Harpur,White,-222.9496886,121.2944555,5.306236847,3.86000 ,,3.8165 ,157.3401 ,154.9181 
865,0,0,0,0,2006,29.7,GD Harpur,43,Doctor of Philosophy,Female,1,865,Other International Students,C01,Anthropology,33210.2,Harpur Doctor of Philosophy,Bachelors Prepared,34457.2,1247,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,4,4,4,3.85,4,0,0,0,0,6,3.96,7.2,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
866,0,0,0,0,2007,22.7,GD Watson,35,Doctor of Philosophy,Male,1,866,China,R93,Systems Science,28883.8,Systems Science PhD,0,31135.8,2252,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,4,4,0,0,0,0,0,0,0.05,3,3.97,4,GD Non-Harpur,China,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
867,0,0,0,0,2007,24.7,GD Watson,37,Doctor of Philosophy,Female,1,867,China,R92,Computer Science,29216.68,Computer Science PhD,0,38538.68,9322,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,0,0,0,0,0,0,0,3,4,5.7,GD Non-Harpur,China,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
868,0,0,0,0,1995,24.7,GD Harpur,49,Doctor of Philosophy,Male,0,868,White,C23,English,44630,Harpur Doctor of Philosophy,Masters Prepared,44630,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,3.9,4,4,3.85,3.85,4,4,0,0.01,8,3.94,17.2,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
869,6255,6885,765,841,2013,28.3,GD Watson,35,Doctor of Philosophy,Male,1,869,Asia,R98,Mechanical Engineering,9785.89,Mechanical Engineering PhD,0,26297.89,16512,1,0.290766936,-0.378979228,-1.005717546,3.77,3.57,0,0,0,0,0,0,0,-0.2,2,3.67,3.3,GD Non-Harpur,Asia,-222.9495486,121.2944555,5.398916847,4.00000 ,,3.8165 ,157.3401 ,154.9181 
870,0,0,0,0,2007,22.7,GD Harpur,35,Doctor of Philosophy,Female,1,870,Unknown,C45,Behavioral Neuroscience,23171.35,Harpur Doctor of Philosophy,Bachelors Prepared,36475.35,13304,1,3.79E-16,-5.79E-16,-1.21E-15,3.3,3.68,3.16,3.85,4,3.48,0,0,0,0.07,6,3.58,5.7,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
871,0,0,0,0,2007,22.7,GD Harpur,35,Doctor of Philosophy,Female,1,871,White,C12,Biological Sciences EEB,25172.94,Harpur Doctor of Philosophy,Bachelors Prepared,33548.94,8376,1,0.290766936,-0.378979228,-1.005717546,4,4,3.7,4,4,0,0,0,1,0,5,3.94,7,GD Harpur,White,-222.9495486,121.2944555,5.398916847,4.00000 ,,3.8165 ,157.3401 ,154.9181 
872,0,0,0,0,2003,21.7,GD Harpur,38,Doctor of Philosophy,Female,0,872,Black or African American,C47,Clinical Psychology,27669.66,Harpur Doctor of Philosophy,Bachelors Prepared,27669.66,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.29,3.23,3.6,3.4,4,3.8,3.43,4,0,0.09,8,3.59,7,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
873,3141,3141,3141,370,2010,23.3,GD Harpur,33,Doctor of Philosophy,Male,1,873,White,C49,Physics,22931.19,Harpur Doctor of Philosophy,Bachelors Prepared,34696.19,11765,1,-0.303596339,0.395700789,1.050092452,3.7,4,0,0,0,0,0,0,0,0.3,2,3.85,4,GD Harpur,White,-222.9506086,121.2944555,4.697196847,2.94000 ,,3.8165 ,157.3401 ,154.9181 
874,0,0,0,0,2008,32,GD Watson,43,Doctor of Philosophy,Male,1,874,China,R87,Industrial and Systems Enginee,34167.49,Industrial and Systems Eng PhD,0,37109.49,2942,1,3.79E-16,-5.79E-16,-1.21E-15,0,0,0,0,0,0,0,0,0,0,0,0,4,GD Non-Harpur,China,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
875,0,0,0,0,2005,37.7,GD Harpur,52,Doctor of Philosophy,Male,0,875,Asia,C22,Economics,20607.85,Harpur Doctor of Philosophy,Bachelors Prepared,20607.85,0,1,3.79E-16,-5.79E-16,-1.21E-15,2.65,2.9,3,2.8,3.3,3.7,0,0,0,0.18,6,3.06,5.7,GD Harpur,Asia,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
876,0,0,0,0,2008,30.7,GD Watson,42,Doctor of Philosophy,Male,1,876,Asia,R87,Industrial and Systems Enginee,25080.75,Industrial and Systems Eng PhD,0,28392.75,3312,1,3.79E-16,-5.79E-16,-1.21E-15,0,0,0,0,0,0,0,0,0,0,0,0,2.7,GD Non-Harpur,Asia,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
877,0,0,0,0,2007,21.7,GD Harpur,34,Doctor of Philosophy,Male,1,877,Hispanic or Latino,C22,Economics,22100.39,Harpur Doctor of Philosophy,Bachelors Prepared,29820.39,7720,1,3.79E-16,-5.79E-16,-1.21E-15,3.67,3.9,4,4,4,4,0,0,0,0.06,6,3.93,4.7,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
878,0,0,0,0,2006,26.7,GD Watson,40,Doctor of Philosophy,Male,1,878,China,R92,Computer Science,22976.2,Computer Science PhD,0,24080.2,1104,1,3.79E-16,-5.79E-16,-1.21E-15,3.65,4,0,0,0,0,0,0,0,0.35,2,3.83,5,GD Non-Harpur,China,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
879,0,0,0,4968,2007,24.7,GD Harpur,37,Doctor of Philosophy,Female,1,879,Europe,C33,Comparative Literature,31989.57,Harpur Doctor of Philosophy,Masters Prepared,43705.57,11716,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,4,4,4,3.87,4,0,0,0,0,6,3.96,4.7,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
880,0,0,0,0,2010,45,GD Nursing,54,Doctor of Nursing Practice,Female,0,880,White,D70,Family Nurse Practitioner,57056.19,Nursing DNP,0,57056.19,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.85,4,4,4,4,0,0,0,0.01,6,3.98,2.4,GD Non-Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
881,0,0,0,0,1999,27.7,GD Watson,48,Doctor of Philosophy,Male,0,881,Black or African American,R93,Systems Science,21015.02,Systems Science PhD,0,21015.02,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.03,3.1,3,2.7,3,2.7,3.28,0,1,0,7,2.97,14,GD Non-Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
882,0,0,0,0,2007,22.7,GD Harpur,35,Doctor of Philosophy,Male,1,882,White,C43,Political Science,50499.77,Harpur Doctor of Philosophy,Bachelors Prepared,60043.77,9544,1,3.79E-16,-5.79E-16,-1.21E-15,3.8,3.67,3.9,4,3.8,0,0,0,0,0.03,5,3.83,6,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
883,0,0,0,0,1996,40.7,GD Harpur,64,Doctor of Philosophy,Male,0,883,White,C29,History,4626.15,Harpur Doctor of Philosophy,Masters Prepared,4626.15,0,1,0.209462526,-0.273008848,-0.724498254,3.67,4,0,0,0,0,0,0,0,0.33,2,3.83,15.2,GD Harpur,White,-222.9496936,121.2944555,5.302926847,3.85500 ,,3.8165 ,157.3401 ,154.9181 
884,0,0,0,0,1988,39.7,GD Harpur,71,Doctor of Philosophy,Female,0,884,Unknown,C23,English,10811.13,Harpur Doctor of Philosophy,Bachelors Prepared,10811.13,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,0,0,0,0,0,0,4,4,28.7,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
885,0,0,0,0,2007,32.7,GD Harpur,45,Doctor of Philosophy,Male,1,885,Hispanic or Latino,C23,English,20581.5,Harpur Doctor of Philosophy,Bachelors Prepared,30353.5,9772,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,3.7,0,0,0,0,0,-0.09,4,3.92,3.7,GD Harpur,White,-222.9500672,121.2944555,5.055630202,3.48144 ,,3.8165 ,157.3401 ,154.9181 
