,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship,Average Precol GPA,GMAT Score,GRE Combined General Write Score,GRE Combined Quantitative Score,GRE Combined General Verbal Score
1949,0,0,0,0,2009,30,GD Harpur,40,Doctor of Philosophy,Male,0,1949,White,C60,Translation Studies,152776.2,Harpur Doctor of Philosophy,0,152776.2,0,0,3.65,3.5,3.53,3.13,0,0,0,0,0,-0.15,4,3.45,8.4,GD Harpur,White,3.4,,4.5,141,144
1950,4185,4185,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1950,Black or African American,C37,Philosophy SPEL,3552.38,Harpur Doctor of Philosophy,0,21534.38,17982,0,3.91,3.57,3.69,3.73,0.8,0,0,0,0,-0.61,5,3.14,2,GD Harpur,White,3.685,,4.5,550,590
1951,4185,4185,3141,2443,2009,23,GD Harpur,33,Doctor of Philosophy,Male,1,1951,White,C15,Chemistry,59424.04,Harpur Doctor of Philosophy,0,80038.04,20614,0,3.13,3.5,3.17,4,0,0,0,0,0,0.23,4,3.45,2.4,GD Harpur,White,3.48144,,4.5,146,143
1952,6625,6625,3141,3141,2009,23,GD Harpur,33,Doctor of Philosophy,Female,1,1952,White,C37,Philosophy SPEL,5091.38,Harpur Doctor of Philosophy,0,34793.38,29702,0,3.91,3.91,4,4,4,4,4,0,0,0.02,7,3.97,3.4,GD Harpur,White,3.97,,5,154,166
1953,0,0,0,0,2009,22,GD Harpur,32,Doctor of Philosophy,Female,0,1953,White,C01,Anthropology,23464.55,Harpur Doctor of Philosophy,0,23464.55,0,0,3.77,3.35,0,0,0,0,0,0,0,-0.42,2,3.56,0.4,GD Harpur,White,3.48144,,5,147,163
1954,6625,6625,4185,4185,2009,23,GD Harpur,33,Doctor of Philosophy,Male,1,1954,Unknown,C43,Political Science,5412.13,Harpur Doctor of Philosophy,0,38307.13,32895,0,3.7,4,3.67,3.9,3.9,4,0,0,0,0.04,6,3.86,3.4,GD Harpur,White,3.33,,4.5,154,170
1955,6625,6625,3141,3141,2009,23,GD Harpur,33,Doctor of Philosophy,Female,1,1955,White,C13,Biological Sciences,8044.58,Harpur Doctor of Philosophy,0,38958.58,30914,0,3.68,3.85,4,4,4,0,0,0,0,0.08,5,3.9,6.4,GD Harpur,White,3.48144,,5,152,159
1956,6625,6625,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1956,Black or African American,C34,Mathematics,7207.88,Harpur Doctor of Philosophy,0,41241.88,34034,0,3.8,4,4,4,4,4,4,4,0,0.02,8,3.98,5.4,GD Harpur,White,3.12,,4,156,159
1957,6625,6625,3141,3490,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1957,White,C45,Behavioral Neuroscience,6765.15,Harpur Doctor of Philosophy,0,26646.15,19881,0,3.75,3.38,3.23,3.53,0,0,0,0,0,-0.08,4,3.47,2,GD Harpur,White,3.48144,,4.5,151,167
1958,4185,4185,3141,3141,2009,38,GD Harpur,48,Doctor of Philosophy,Female,1,1958,White,C29,History,44374.25,Harpur Doctor of Philosophy,0,59026.25,14652,0,3.73,3.67,3.7,3,0,0,0,0,0,-0.22,4,3.53,1.8,GD Harpur,White,3.8,,3.8165,157.3401,154.9181
1959,6625,6625,3141,3141,2009,24,GD Harpur,34,Doctor of Philosophy,Female,1,1959,White,C37,Philosophy SPEL,63172.48,Harpur Doctor of Philosophy,0,93264.48,30092,0,3.6,4,4,2.98,4,4,0,0,0,0.03,6,3.76,4,GD Harpur,White,3.75,,3.8165,157.3401,154.9181
1960,6625,0,0,0,2009,24,GD Harpur,34,Doctor of Philosophy,Female,1,1960,China,C22,Economics,1064.5,Harpur Doctor of Philosophy,0,7689.5,6625,0,4,0,0,0,0,0,0,0,0,0,1,4,0,GD Harpur,China,3.14,,3.5,163,152
1961,6625,6625,0,0,2009,28,GD Harpur,38,Doctor of Philosophy,Male,1,1961,Other International Students,C37,Philosophy SPEL,2295,Harpur Doctor of Philosophy,0,15545,13250,0,4,4,0,0,0,0,0,0,0,0,2,4,0.4,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1962,3141,3454.2,0,0,2009,38,GD Education,48,Doctor of Education,Male,1,1962,White,E99,Educational Theory and Practic,17264.85,Education EDD,0,23860.05,6595.2,0,3.3,0,0,0,0,0,0,0,0,0,1,3.3,0.4,GD Non-Harpur,White,4,,5,143,164
1963,4685,4685,4935,0,2012,31,GD Management,38,Doctor of Philosophy,Female,1,1963,White,B99,Management PHD,2375.99,Management PhD,0,16680.99,14305,0,3.22,3.23,3.35,0,0,0,0,0,0,0.06,3,3.27,1,GD Non-Harpur,White,3.505,640,3.8165,157.3401,154.9181
1964,6625,6625,5166,5166,2009,23,GD Harpur,33,Doctor of Philosophy,Female,1,1964,Other International Students,C34,Mathematics,5064.55,Harpur Doctor of Philosophy,0,28646.55,23582,0,3.77,3.9,4,4,0,0,0,0,0,0.08,4,3.92,1.4,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
1965,6625,6625,0,0,2009,24,GD Harpur,34,Doctor of Philosophy,Female,1,1965,India,C26,Geology,2340,Harpur Doctor of Philosophy,0,15590,13250,0,1.85,2.43,0,0,0,0,0,0,0,0.58,2,2.14,0.4,GD Harpur,White,3.48144,,3,158,138
1966,6625,6625,5166,5166,2009,22,GD Watson,32,Doctor of Philosophy,Male,1,1966,China,R98,Mechanical Engineering,6359.4,Mechanical Engineering PhD,0,29941.4,23582,0,3.85,3.9,3.8,3.9,0,0,0,0,0,0,4,3.86,2,GD Non-Harpur,China,3.5,,3.5,166,148
1967,4185,4185,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1967,White,C15,Chemistry,2780.67,Harpur Doctor of Philosophy,0,17432.67,14652,0,3.5,4,3.65,0,0,0,0,0,0,0.07,3,3.72,1.4,GD Harpur,White,3.48144,,4,156,149
1968,5740,6890,6320,6320,2010,30,GD Harpur,39,Doctor of Philosophy,Male,1,1968,Asia,C29,History,7543.2,Harpur Doctor of Philosophy,0,39763.2,32220,0,3.85,3.9,3.6,3.76,3.9,0,0,0,0,0,5,3.8,2.4,GD Harpur,Asia,3.48144,,3.5,160,158
1969,8340,0,0,0,2012,31,GD Grad School,38,Doctor of Philosophy,Female,1,1969,China,H21,Materials Science and Engineer,1453.99,Graduate School PhD,0,9793.99,8340,0,3.59,0,0,0,0,0,0,0,0,0,1,3.59,0,GD Non-Harpur,China,3.48144,,3.5,163,151
1970,4185,4185,3141,3141,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1970,White,C01,Anthropology,18987.15,Harpur Doctor of Philosophy,0,33639.15,14652,0,3.57,3.47,3.56,4,4,4,0,0,0,0.12,6,3.76,4,GD Harpur,White,3.48144,,4.5,156,155
1971,6625,0,0,0,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1971,White,C01,Anthropology,670,Harpur Doctor of Philosophy,0,7295,6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GD Harpur,White,3.48144,,4.5,144,162
1972,3141,3141,0,0,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1972,White,C34,Mathematics,1272.3,Harpur Doctor of Philosophy,0,7554.3,6282,0,3.2,3.65,0,0,0,0,0,0,0,0.45,2,3.42,0.4,GD Harpur,White,3.63,,5,164,157
1973,6625,6625,0,0,2009,25,GD Harpur,35,Doctor of Philosophy,Female,1,1973,China,C13,Biological Sciences,2628.5,Harpur Doctor of Philosophy,0,15878.5,13250,0,3.7,3.53,0,0,0,0,0,0,0,-0.17,2,3.61,0.4,GD Harpur,China,3.2,,4,154,158
1974,4185,4185,3141,3141,2009,23,GD Harpur,33,Doctor of Philosophy,Male,1,1974,White,C34,Mathematics,2346.3,Harpur Doctor of Philosophy,0,16998.3,14652,0,3.67,3.3,3.42,3.42,0,0,0,0,0,-0.06,4,3.45,1.4,GD Harpur,White,3.39,,4,166,151
1975,6625,6625,5166,5166,2009,27,GD Harpur,37,Doctor of Philosophy,Male,1,1975,Asia,C52,Sociology,17114.72,Harpur Doctor of Philosophy,0,52072.72,34958,0,3.2,3.9,3.83,3.7,0,0,0,0,0,0.14,4,3.66,5.4,GD Harpur,Asia,2.78,,3.5,166,155
1976,4077,4077,0,0,2016,26,GD Nursing,29,Doctor of Nursing Practice,Female,1,1976,White,D70,Family Nurse Practitioner,10805.15,Nursing DNP,0,18959.15,8154,0,4,4,4,0,0,0,0,0,0,0,3,4,1.4,GD Non-Harpur,White,3.3,,3.8165,157.3401,154.9181
1977,4968,6625,0,0,2009,22,GD Harpur,32,Doctor of Philosophy,Female,1,1977,Europe,C33,Comparative Literature,2251.15,Harpur Doctor of Philosophy,0,13844.15,11593,0,4,3.77,0,0,0,0,0,0,0,-0.23,2,3.88,0.4,GD Harpur,White,3.48144,,3.5,146,144
1978,6890,6890,7580,5688,2010,30,GD Harpur,39,Doctor of Philosophy,Male,1,1978,Asia,C52,Sociology,11146.79,Harpur Doctor of Philosophy,0,44449.79,33303,0,3.9,3.9,3.8,0,0,0,0,0,0,-0.05,3,3.87,3.4,GD Harpur,Asia,3.48144,,4,159,155
1979,6625,6072,0,0,2009,32,GD Management,42,Doctor of Philosophy,Male,1,1979,Asia,B99,Management PHD,2308.85,Management PhD,0,15005.85,12697,0,3.35,0,0,0,0,0,0,0,0,0,1,3.35,0.4,GD Non-Harpur,Asia,3.86,620,3.8165,157.3401,154.9181
1980,0,6625,3141,3141,2009,27,GD Harpur,37,Doctor of Philosophy,Female,1,1980,White,C37,Philosophy SPEL,12168.3,Harpur Doctor of Philosophy,0,25075.3,12907,0,3.91,4,3.87,4,0,0,0,0,0,0.01,4,3.94,1.4,GD Harpur,White,3.63,,3.5,157,168
1981,6625,6625,0,0,2009,36,GD Management,46,Doctor of Philosophy,Male,1,1981,Asia,B99,Management PHD,2295,Management PhD,0,15545,13250,0,3.77,3.09,0,0,0,0,0,0,0,-0.68,2,3.43,0.4,GD Non-Harpur,Asia,3.395,690,3.5,155,144
1982,6625,6625,0,0,2009,28,GD Harpur,38,Doctor of Philosophy,Male,1,1982,India,C43,Political Science,2295,Harpur Doctor of Philosophy,0,15545,13250,0,3.7,2.33,0,0,0,0,0,0,0,-1.37,2,3.02,0.4,GD Harpur,White,3.48144,,4,158,165
1983,6625,4968,0,0,2009,22,GD Harpur,32,Doctor of Philosophy,Male,1,1983,Unknown,C37,Philosophy SPEL,1291.15,Harpur Doctor of Philosophy,0,12884.15,11593,0,3.69,3.73,0,0,0,0,0,0,0,0.04,2,3.71,0.4,GD Harpur,White,3.81,,6,149,170
1984,0,0,0,0,2009,24,GD Harpur,34,Doctor of Philosophy,Male,0,1984,White,C43,Political Science,19100.85,Harpur Doctor of Philosophy,0,19100.85,0,0,3.8,3.9,3.67,0,0,0,0,0,0,-0.07,3,3.79,1.4,GD Harpur,White,3.48144,,5,161,162
1985,0,0,0,0,2012,25,GD Harpur,32,Doctor of Philosophy,Female,0,1985,White,C01,Anthropology,8467.4,Harpur Doctor of Philosophy,0,8467.4,0,0,3.7,4,3.7,0,0,0,0,0,0,0,3,3.8,1.4,GD Harpur,White,3.755,,4.5,148,152
1986,0,0,0,0,2009,45,GD Education,55,Doctor of Education,Female,0,1986,White,E99,Educational Theory and Practic,1941.26,Education EDD,0,1941.26,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
1987,0,0,4185,4185,2009,21,GD Harpur,31,Doctor of Philosophy,Female,1,1987,White,C43,Political Science,59414.04,Harpur Doctor of Philosophy,0,75549.04,16135,0,3.1,3.67,3.03,3.1,3.7,4,0,0,0,0.13,6,3.43,2.4,GD Harpur,White,3.8,,4.5,154,151
1988,0,0,0,0,2012,23,GD Harpur,30,Doctor of Philosophy,Male,0,1988,Asian,C34,Mathematics,41788.7,Harpur Doctor of Philosophy,0,41788.7,0,0,3.57,2.57,3.43,2.3,0,0,0,0,0,-0.29,4,2.97,2.4,GD Harpur,White,3.54,,3,161,141
1989,4968,4968,5166,0,2009,25,GD Watson,35,Doctor of Philosophy,Male,1,1989,India,R87,Industrial and Systems Enginee,4898.95,Industrial and Systems Eng PhD,0,20000.95,15102,0,3.67,3.57,3.13,0,0,0,0,0,0,-0.27,3,3.46,1,GD Non-Harpur,White,3.48144,,3.5,156,154
1990,0,0,0,0,2009,22,GD Harpur,32,Doctor of Philosophy,Female,0,1990,China,C22,Economics,25996.1,Harpur Doctor of Philosophy,0,25996.1,0,0,3.26,3.43,3.03,0,0,0,0,0,0,-0.12,3,3.24,1.8,GD Harpur,China,3.58,,3,166,154
1991,0,0,0,0,2009,37,GD Harpur,47,Doctor of Philosophy,Female,1,1991,Black or African American,C38,Philosophy Interpretation and,111534.36,Harpur Doctor of Philosophy,0,114621.36,3087,0,3.53,3.7,3,0,0,0,0,0,0,-0.27,3,3.41,8,GD Harpur,White,3.48144,,3,137,146
1992,6885,0,0,0,2013,37,GD Harpur,43,Doctor of Philosophy,Male,1,1992,White,C23,English,10362.2,Harpur Doctor of Philosophy,0,17247.2,6885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GD Harpur,White,2.44,,4,136,161
1993,7580,7580,3510,3510,2011,23,GD Harpur,31,Doctor of Philosophy,Female,1,1993,White,C01,Anthropology,28350.68,Harpur Doctor of Philosophy,0,57928.68,29578,0,3.57,3.8,3.67,4,4,4,0,0,0,0.09,6,3.84,3,GD Harpur,White,3.74,,4.5,157,161
1994,6625,6625,6890,5166,2009,41,GD Harpur,51,Doctor of Philosophy,Male,1,1994,Africa,C38,Philosophy Interpretation and,3904.45,Harpur Doctor of Philosophy,0,29210.45,25306,0,3.65,3.77,3.1,0,0,0,0,0,0,-0.28,3,3.51,1.4,GD Harpur,Africa,3.48144,,3.8165,157.3401,154.9181
1995,0,0,0,0,2010,35.3,GD Harpur,45,Doctor of Philosophy,Male,0,1995,Africa,C60,Translation Studies,64007.17,Harpur Doctor of Philosophy,0,64007.17,0,0,3.23,3.57,0,0,0,0,0,0,0,0.34,2,3.4,8,GD Harpur,Africa,3.48144,,3,147,138
1996,0,0,0,0,2010,27,GD Harpur,36,Doctor of Philosophy,Male,0,1996,White,C29,History,22218.95,Harpur Doctor of Philosophy,0,22218.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,GD Harpur,White,3.48144,,5.5,151,166
1997,0,0,0,0,2011,30.7,GD Harpur,39,Doctor of Philosophy,Male,0,1997,Asia,C34,Mathematics,37920.14,Harpur Doctor of Philosophy,0,37920.14,0,0,3.24,3.69,3.87,3.13,3,0,0,0,0,-0.1,5,3.39,2.2,GD Harpur,Asia,3.425,,1,158,135
1998,6890,6890,7580,7580,2009,23,GD Harpur,33,Doctor of Philosophy,Female,1,1998,Other International Students,C22,Economics,26796.33,Harpur Doctor of Philosophy,0,69776.33,42980,0,3.77,3.57,4,3.75,3.73,4,0,0,0,0.04,6,3.8,8.4,GD Harpur,White,3.48144,,3.5,158,157
1999,4968,4968,0,0,2009,24,GD Watson,34,Doctor of Philosophy,Male,1,1999,India,R87,Industrial and Systems Enginee,6950.1,Industrial and Systems Eng PhD,0,16886.1,9936,0,3.23,3.7,0,0,0,0,0,0,0,0.47,2,3.47,2,GD Non-Harpur,White,3.4,,3,163,157
2000,0,0,0,0,2010,28,GD Harpur,37,Doctor of Philosophy,Male,0,2000,Asia,C22,Economics,26594.85,Harpur Doctor of Philosophy,0,26594.85,0,0,3.26,3.1,3.33,0,0,0,0,0,0,0.03,3,3.23,1.4,GD Harpur,Asia,3.48144,,3.5,160,142
2001,0,4968,0,0,2009,28,GD Watson,38,Doctor of Philosophy,Male,1,2001,India,R87,Industrial and Systems Enginee,7805.3,Industrial and Systems Eng PhD,0,12773.3,4968,0,3.53,3.53,0,0,0,0,0,0,0,0,2,3.53,0.4,GD Non-Harpur,White,3.75,,3.8165,157.3401,154.9181
2002,0,0,0,0,2010,48.3,GD Nursing,58,Doctor of Philosophy,Female,0,2002,White,D99,Nursing,1295.05,Nursing PhD,0,1295.05,0,0,3.7,0,0,0,0,0,0,0,0,0,1,3.7,-0.4,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
2003,0,0,0,0,2010,39,GD Education,48,Doctor of Education,Female,1,2003,White,E99,Educational Theory and Practic,12803.69,Education EDD,0,30435.69,17632,0,4,4,4,4,3.8,4,4,3.7,0,-0.03,8,3.94,6.4,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
2004,4968,5166,5166,5688,2010,26.3,GD Watson,36,Doctor of Philosophy,Male,1,2004,Europe,R96,Electrical Engineering,12562,Electrical Engineering PhD,0,40628,28066,0,3.5,4,4,0,0,0,0,0,0,0.25,3,3.83,4,GD Non-Harpur,White,3.48144,,3,153,151
2005,6890,6890,4435,4435,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,2005,White,C52,Sociology,6687.37,Harpur Doctor of Philosophy,0,40056.37,33369,0,3.8,3.77,3.9,3.8,0,0,0,0,0,0.01,4,3.82,3.4,GD Harpur,White,3.48144,,4.5,154,164
2006,0,0,0,0,2012,49,GD Harpur,56,Doctor of Philosophy,Female,0,2006,White,C23,English,4630.35,Harpur Doctor of Philosophy,0,4630.35,0,0,4,4,0,0,0,0,0,0,0,0,2,4,0.4,GD Harpur,White,3.895,,4,142,168
2007,6890,0,0,0,2010,21,GD Harpur,30,Doctor of Philosophy,Male,1,2007,Europe,C49,Physics,1166,Harpur Doctor of Philosophy,0,8056,6890,0,3.57,0,0,0,0,0,0,0,0,0,1,3.57,0,GD Harpur,White,3.48144,,4,166,156
2008,0,0,0,0,2010,24.3,GD Watson,34,Doctor of Philosophy,Male,0,2008,India,R92,Computer Science,2889.95,Computer Science PhD,0,2889.95,0,0,3.9,4,4,0,0,0,0,0,0,0.05,3,3.97,3,GD Non-Harpur,White,3.48144,,2.5,151,149
2009,6255,6255,0,0,2010,21,GD Watson,30,Doctor of Philosophy,Female,1,2009,India,R91,Biomedical Engineering,7719.49,Bioengineering PhD,0,20229.49,12510,0,3.61,3.79,3.85,4,4,3.43,0,0,0,0,6,3.78,3.4,GD Non-Harpur,White,3.48144,,3.5,166,154
2010,6890,6890,4435,4435,2010,28,GD Harpur,37,Doctor of Philosophy,Male,1,2010,White,C43,Political Science,60519.52,Harpur Doctor of Philosophy,0,91364.52,30845,0,3.9,3.9,3.67,3.8,3.57,3,0,0,0,-0.15,6,3.64,2.4,GD Harpur,White,3.62,,4.5,153,152
2011,4435,3510,3510,3699,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,2011,White,C26,Geology,5761.48,Harpur Doctor of Philosophy,0,20915.48,15154,0,3.3,3.85,4,4,0,0,0,0,0,0.23,4,3.79,4,GD Harpur,White,3.59,,4,148,147
2012,6890,6890,4435,3330,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,2012,White,C47,Clinical Psychology,2998.65,Harpur Doctor of Philosophy,0,24543.65,21545,0,3.89,4,4,3.8,0,0,0,0,0,-0.03,4,3.92,1.8,GD Harpur,White,3.95,,5,151,161
2013,4186,4186,0,0,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,2013,Europe,C34,Mathematics,7921.75,Harpur Doctor of Philosophy,0,16293.75,8372,0,4,4,0,0,0,0,0,0,0,0,2,4,0.4,GD Harpur,White,3.48144,,3,160,141
2014,6890,6890,3700,3700,2010,22,GD Harpur,31,Doctor of Philosophy,Female,1,2014,White,C29,History,12168.04,Harpur Doctor of Philosophy,0,33348.04,21180,0,3.57,3.5,3.44,3.4,0,0,0,0,0,-0.06,4,3.48,1.4,GD Harpur,White,3.87,,4.5,142,155
2015,4185,4185,3330,3330,2010,22,GD Harpur,31,Doctor of Philosophy,Male,1,2015,Unknown,C45,Behavioral Neuroscience,4366.62,Harpur Doctor of Philosophy,0,26416.62,22050,0,3.06,3.47,2.85,3.3,3.7,3.3,0,0,0,0.07,6,3.28,2.4,GD Harpur,White,3.06,,4.5,157,152
2016,0,9175,10095,8410,2013,24,GD Harpur,30,Doctor of Philosophy,Male,1,2016,Asia,C29,History,15635.24,Harpur Doctor of Philosophy,0,43315.24,27680,0,3.9,4,4,4,0,0,0,0,0,0.03,4,3.98,1.4,GD Harpur,Asia,2.64,,3,149,140
2017,6890,0,0,0,2010,22,GD Harpur,31,Doctor of Philosophy,Male,1,2017,White,C34,Mathematics,632,Harpur Doctor of Philosophy,0,7522,6890,0,3.1,0,0,0,0,0,0,0,0,0,1,3.1,0,GD Harpur,White,3.89,,4.5,152,150
2018,5688,5688,6255,6255,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,2018,Europe,C60,Translation Studies,18750.42,Harpur Doctor of Philosophy,0,57247.42,38497,0,3.97,3.87,0,0,0,0,0,0,0,-0.1,2,3.92,5.4,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
2019,411,411,432,432,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,2019,White,C29,History,2833.36,Harpur Doctor of Philosophy,0,4519.36,1686,0,4,3.67,3.8,3.82,4,4,0,0,0,0.03,6,3.88,6.4,GD Harpur,White,3.73,,4,144,153
2020,6890,6890,7580,7580,2010,23,GD Harpur,32,Doctor of Philosophy,Female,1,2020,China,C29,History,8285.13,Harpur Doctor of Philosophy,0,51820.13,43535,0,4,3.8,3.75,3.9,3.88,3.7,0,0,0,-0.03,6,3.84,2.4,GD Harpur,China,3.36,,3.5,166,150
2021,6890,6890,3330,3330,2010,22,GD Harpur,31,Doctor of Philosophy,Male,1,2021,White,C37,Philosophy SPEL,3342.84,Harpur Doctor of Philosophy,0,23782.84,20440,0,4,4,4,4,0,0,0,0,0,0,4,4,1.4,GD Harpur,White,3.99,,5.5,147,149
2022,5185,5185,4077,453,2014,22,GD Harpur,27,Doctor of Philosophy,Male,1,2022,White,C15,Chemistry,3541.68,Harpur Doctor of Philosophy,0,19800.68,16259,0,3.85,3.03,3.7,0,0,0,0,0,0,-0.08,3,3.53,3,GD Harpur,White,3.02,,5.5,163,162
2023,0,0,0,0,2010,22,GD Harpur,31,Doctor of Philosophy,Male,0,2023,White,C01,Anthropology,33906.85,Harpur Doctor of Philosophy,0,33906.85,0,0,3,3.33,3.54,3.38,4,0,0,0,1,0.21,5,3.45,3,GD Harpur,White,3.56,,4,144,160
2024,6890,6890,5688,5688,2010,22,GD Harpur,31,Doctor of Philosophy,Male,1,2024,China,C15,Chemistry,5210.6,Harpur Doctor of Philosophy,0,30366.6,25156,0,3.85,3.93,3,4,0,0,0,0,0,-0.05,4,3.7,1.4,GD Harpur,China,3.6,,3.5,163,151
2025,0,0,0,0,2012,32,GD Nursing,39,Doctor of Nursing Practice,Female,0,2025,White,D70,Family Nurse Practitioner,2963.05,Nursing DNP,0,2963.05,0,0,3.32,3.86,3.93,4,4,0,0,0,0,0.15,5,3.82,2,GD Non-Harpur,White,3.24,,3.8165,157.3401,154.9181
2026,6890,6890,0,0,2010,21,GD Harpur,30,Doctor of Philosophy,Male,1,2026,White,C46,Cognitive Psychology,3717,Harpur Doctor of Philosophy,0,17497,13780,0,3.26,1.33,0,0,0,0,0,0,0,-1.93,2,2.3,0.4,GD Harpur,White,3.77,,4.5,149,153
2027,0,0,0,0,2012,23,GD Harpur,30,Doctor of Philosophy,Female,0,2027,White,C01,Anthropology,68926.7,Harpur Doctor of Philosophy,0,68926.7,0,0,3.33,3.57,3.63,4,4,4,3.3,0,0,0.04,7,3.69,6,GD Harpur,White,3.8,,4.5,144,158
2028,4185,4185,0,0,2010,26,GD Harpur,35,Doctor of Philosophy,Female,1,2028,Asian,C01,Anthropology,1264,Harpur Doctor of Philosophy,0,9634,8370,0,3.9,4,0,0,0,0,0,0,0,0.1,2,3.95,0.4,GD Harpur,White,3.55,,5,146,160
2029,6890,6890,5688,5688,2010,22,GD Watson,31,Doctor of Philosophy,Female,1,2029,China,R98,Mechanical Engineering,5271.84,Mechanical Engineering PhD,0,30427.84,25156,0,3.9,4,3.8,4,0,0,0,0,0,0.01,4,3.92,1.4,GD Non-Harpur,China,3.5,,3.5,164,148
2030,4185,4185,3330,3330,2010,22,GD Harpur,31,Doctor of Philosophy,Male,1,2030,White,C49,Physics,6235.35,Harpur Doctor of Philosophy,0,32689.35,26454,0,2.9,3.67,4,4,0,0,0,0,0,0.36,4,3.64,7.4,GD Harpur,White,3.27,,3,145,143
2031,0,0,0,0,2010,25,GD Harpur,34,Doctor of Philosophy,Female,0,2031,White,C52,Sociology,10299,Harpur Doctor of Philosophy,0,10299,0,0,3.77,0,0,0,0,0,0,0,0,0,1,3.77,0,GD Harpur,White,3.67333,,5,147,147
2032,3699,1644,0,0,2011,24,GD Harpur,32,Doctor of Philosophy,Male,1,2032,White,C29,History,5879.2,Harpur Doctor of Philosophy,0,11222.2,5343,0,3.94,4,3.88,4,3.87,4,0,0,0,0,6,3.95,6.4,GD Harpur,White,3.88,,6,146,156
2033,6890,6890,0,0,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,2033,White,C22,Economics,10498,Harpur Doctor of Philosophy,0,24278,13780,0,3.1,3,4,0,0,0,0,0,0,0.45,3,3.37,1,GD Harpur,White,3.25,,3.8165,157.3401,154.9181
2034,0,0,0,0,2010,17,GD Harpur,26,Doctor of Philosophy,Male,0,2034,Unknown,C52,Sociology,70658.55,Harpur Doctor of Philosophy,0,70658.55,0,0,3.67,3.9,3.8,3.9,0,0,0,0,0,0.06,4,3.82,1.4,GD Harpur,White,3.82,,3.8165,157.3401,154.9181
2035,6320,5688,6255,0,2010,27,GD Watson,36,Doctor of Philosophy,Male,1,2035,China,R92,Computer Science,4744.9,Computer Science PhD,0,23007.9,18263,0,3.51,3.77,4,0,0,0,0,0,0,0.24,3,3.76,2,GD Non-Harpur,China,2.98,,3,158,144
2036,0,0,3330,0,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,2036,White,C37,Philosophy SPEL,57301.04,Harpur Doctor of Philosophy,0,60631.04,3330,0,3.78,3.91,3.87,0.8,0.44,0,0,0,0,-0.98,5,2.56,2,GD Harpur,White,3.02,,6,149,169
2037,0,0,0,0,2010,30,GD Harpur,39,Doctor of Philosophy,Male,1,2037,White,C52,Sociology,97722.85,Harpur Doctor of Philosophy,0,98112.85,390,0,3.7,3.9,3.8,3.67,0,0,0,0,0,-0.02,4,3.77,5,GD Harpur,White,2.90333,,4.5,158,156
2038,6890,6890,4435,4435,2010,45,GD Harpur,54,Doctor of Philosophy,Female,1,2038,White,C43,Political Science,42083.13,Harpur Doctor of Philosophy,0,74614.13,32531,0,3.7,3.7,4,3.8,3.77,4,0,0,0,0.04,6,3.83,5,GD Harpur,White,3.92,,4,147,164
2039,6890,6890,5688,5688,2010,23,GD Harpur,32,Doctor of Philosophy,Female,1,2039,Europe,C33,Comparative Literature,8280.88,Harpur Doctor of Philosophy,0,45946.88,37666,0,3.9,4,4,4,4,4,0,0,0,0.01,6,3.98,2.4,GD Harpur,White,3.48144,,4,140,156
2040,6890,6890,3330,3330,2010,23,GD Harpur,32,Doctor of Philosophy,Female,1,2040,White,C45,Behavioral Neuroscience,10063.49,Harpur Doctor of Philosophy,0,37523.49,27460,0,3,3.34,3.65,3.8,3.3,0,0,0,0,0.11,5,3.42,6,GD Harpur,White,3.48144,,4.5,147,169
